Country_Region,Last_Update,"Confirmed Infected Cases Past 24 h","Prediction Infected Cases Next 24 h"
Bangladesh,"30/05/2020 8:30 AM",42844,45507
Belarus,"30/05/2020 8:30 AM",40768,41660
Brazil,"30/05/2020 8:30 AM",468338,500107
Canada,"29/05/2020 8:30 AM",89418,90304
Chile,"30/05/2020 8:30 AM",90638,94493
Ecuador,"30/05/2020 8:30 AM",38571,38835
Germany,"30/05/2020 8:30 AM",183019,184141
India,"30/05/2020 8:30 AM",173491,181962
Iran,"30/05/2020 8:30 AM",146668,149558
Italy,"30/05/2020 8:30 AM",232248,232749
Mexico,"30/05/2020 8:30 AM",81418,84946
Pakistan,"30/05/2020 8:30 AM",64028,66950
Peru,"30/05/2020 8:30 AM",148285,155000
Qatar,"30/05/2020 8:30 AM",52907,54964
Russia,"30/05/2020 8:30 AM",387623,396073
"Saudi Arabia","30/05/2020 8:30 AM",81766,83321
Singapore,"30/05/2020 8:30 AM",33860,34478
Spain,"30/05/2020 8:30 AM",285644,286277
Sweden,"30/05/2020 8:30 AM",36476,37135
Turkey,"30/05/2020 8:30 AM",162120,163254
UK,"30/05/2020 8:30 AM",271222,273246
USA,"30/05/2020 8:30 AM",1793530,1818497

